,Rank,id,Student_Name,Date,Term,GPA,3 Term GPA Moving
1924,1924,54,Frasier Baptie,2021-12-16,Term 4,4.25,4.58
1925,1925,54,Frasier Baptie,2022-03-16,Term 5,5.75,4.58
1926,1926,54,Frasier Baptie,2022-06-16,Term 6,4.0,4.67
1927,1927,27,Frasco Parks,2020-12-16,Term 1,5.5,5.75
1928,1928,27,Frasco Parks,2021-03-16,Term 2,4.25,4.67
1929,1929,27,Frasco Parks,2021-06-01,Term 3,4.5,4.75
1930,1930,27,Frasco Parks,2021-12-16,Term 4,6.5,5.08
1931,1931,27,Frasco Parks,2022-03-16,Term 5,4.25,5.08
1932,1932,27,Frasco Parks,2022-06-16,Term 6,7.5,6.08
1933,1933,93,Franni Ham,2020-12-16,Term 1,2.0,3.83
1934,1934,93,Franni Ham,2021-03-16,Term 2,6.25,5.0
1935,1935,93,Franni Ham,2021-06-01,Term 3,4.25,4.17
1936,1936,93,Franni Ham,2021-12-16,Term 4,5.5,5.33
1937,1937,93,Franni Ham,2022-03-16,Term 5,6.75,5.5
1938,1938,93,Franni Ham,2022-06-16,Term 6,4.75,5.67
1939,1939,421,Francesco Gippes,2020-12-16,Term 1,4.5,4.58
1940,1940,421,Francesco Gippes,2021-03-16,Term 2,5.5,5.0
1941,1941,421,Francesco Gippes,2021-06-01,Term 3,5.5,5.17
1942,1942,421,Francesco Gippes,2021-12-16,Term 4,5.5,5.5
1943,1943,421,Francesco Gippes,2022-03-16,Term 5,4.25,5.08
1944,1944,421,Francesco Gippes,2022-06-16,Term 6,5.25,5.0
1945,1945,173,Francene Gorgen,2020-12-16,Term 1,4.0,4.92
1946,1946,173,Francene Gorgen,2021-03-16,Term 2,5.25,5.33
1947,1947,173,Francene Gorgen,2021-06-01,Term 3,5.75,5.0
1948,1948,173,Francene Gorgen,2021-12-16,Term 4,4.25,5.08
1949,1949,173,Francene Gorgen,2022-03-16,Term 5,4.5,4.83
1950,1950,173,Francene Gorgen,2022-06-16,Term 6,6.25,5.0
1951,1951,332,Fons Dupey,2020-12-16,Term 1,4.25,5.0
1952,1952,332,Fons Dupey,2021-03-16,Term 2,5.75,5.83
1953,1953,332,Fons Dupey,2021-06-01,Term 3,5.25,5.08
1954,1954,332,Fons Dupey,2021-12-16,Term 4,3.75,4.92
1955,1955,332,Fons Dupey,2022-03-16,Term 5,6.5,5.17
1956,1956,332,Fons Dupey,2022-06-16,Term 6,6.0,5.42
1957,1957,294,Florinda Lehr,2020-12-16,Term 1,4.75,5.58
1958,1958,294,Florinda Lehr,2021-03-16,Term 2,4.0,5.08
1959,1959,294,Florinda Lehr,2021-06-01,Term 3,6.25,5.0
1960,1960,294,Florinda Lehr,2021-12-16,Term 4,5.75,5.33
1961,1961,294,Florinda Lehr,2022-03-16,Term 5,2.5,4.83
1962,1962,294,Florinda Lehr,2022-06-16,Term 6,7.0,5.08
1963,1963,334,Flori Furneaux,2020-12-16,Term 1,4.0,4.42
1964,1964,334,Flori Furneaux,2021-03-16,Term 2,5.75,4.75
1965,1965,334,Flori Furneaux,2021-06-01,Term 3,3.5,4.42
1966,1966,334,Flori Furneaux,2021-12-16,Term 4,5.75,5.0
1967,1967,334,Flori Furneaux,2022-03-16,Term 5,3.0,4.08
1968,1968,334,Flori Furneaux,2022-06-16,Term 6,3.75,4.17
1969,1969,143,Flore Warr,2020-12-16,Term 1,3.5,3.25
1970,1970,143,Flore Warr,2021-03-16,Term 2,5.25,4.25
1971,1971,143,Flore Warr,2021-06-01,Term 3,4.25,4.33
1972,1972,143,Flore Warr,2021-12-16,Term 4,3.75,4.42
1973,1973,143,Flore Warr,2022-03-16,Term 5,6.0,4.67
1974,1974,143,Flore Warr,2022-06-16,Term 6,7.0,5.58
1975,1975,174,Fenelia Leuchars,2020-12-16,Term 1,5.5,5.42
1976,1976,174,Fenelia Leuchars,2021-03-16,Term 2,4.75,5.5
1977,1977,174,Fenelia Leuchars,2021-06-01,Term 3,7.0,5.75
1978,1978,174,Fenelia Leuchars,2021-12-16,Term 4,5.25,5.67
1979,1979,174,Fenelia Leuchars,2022-03-16,Term 5,5.75,6.0
1980,1980,174,Fenelia Leuchars,2022-06-16,Term 6,7.0,6.0
1981,1981,81,Felicle Mannix,2020-12-16,Term 1,4.0,4.42
1982,1982,81,Felicle Mannix,2021-03-16,Term 2,7.75,5.08
1983,1983,81,Felicle Mannix,2021-06-01,Term 3,6.0,5.92
1984,1984,81,Felicle Mannix,2021-12-16,Term 4,4.75,6.17
1985,1985,81,Felicle Mannix,2022-03-16,Term 5,6.75,5.83
1986,1986,81,Felicle Mannix,2022-06-16,Term 6,3.5,5.0
1987,1987,52,Felicity Knowlys,2020-12-16,Term 1,5.25,5.08
1988,1988,52,Felicity Knowlys,2021-03-16,Term 2,6.0,5.75
1989,1989,52,Felicity Knowlys,2021-06-01,Term 3,5.0,5.42
1990,1990,52,Felicity Knowlys,2021-12-16,Term 4,5.25,5.42
1991,1991,52,Felicity Knowlys,2022-03-16,Term 5,5.0,5.08
1992,1992,52,Felicity Knowlys,2022-06-16,Term 6,4.5,4.92
1993,1993,457,Faun Hessing,2020-12-16,Term 1,5.5,5.42
1994,1994,457,Faun Hessing,2021-03-16,Term 2,5.0,5.58
1995,1995,457,Faun Hessing,2021-06-01,Term 3,5.0,5.17
1996,1996,457,Faun Hessing,2021-12-16,Term 4,6.25,5.42
1997,1997,457,Faun Hessing,2022-03-16,Term 5,6.5,5.92
1998,1998,457,Faun Hessing,2022-06-16,Term 6,5.75,6.17
1999,1999,409,Ewell Hatwells,2020-12-16,Term 1,3.25,4.67
2000,2000,409,Ewell Hatwells,2021-03-16,Term 2,5.25,4.92
2001,2001,409,Ewell Hatwells,2021-06-01,Term 3,5.5,4.67
2002,2002,409,Ewell Hatwells,2021-12-16,Term 4,7.75,6.17
2003,2003,409,Ewell Hatwells,2022-03-16,Term 5,3.25,5.5
2004,2004,409,Ewell Hatwells,2022-06-16,Term 6,4.75,5.25
2005,2005,397,Eve Scudders,2020-12-16,Term 1,6.0,5.25
2006,2006,397,Eve Scudders,2021-03-16,Term 2,6.25,5.42
2007,2007,397,Eve Scudders,2021-06-01,Term 3,4.25,5.5
2008,2008,397,Eve Scudders,2021-12-16,Term 4,6.0,5.5
2009,2009,397,Eve Scudders,2022-03-16,Term 5,2.75,4.33
2010,2010,397,Eve Scudders,2022-06-16,Term 6,4.0,4.25
2011,2011,317,Evania Kilgallon,2020-12-16,Term 1,6.0,4.42
2012,2012,317,Evania Kilgallon,2021-03-16,Term 2,3.75,4.33
2013,2013,317,Evania Kilgallon,2021-06-01,Term 3,4.75,4.83
2014,2014,317,Evania Kilgallon,2021-12-16,Term 4,5.5,4.67
2015,2015,317,Evania Kilgallon,2022-03-16,Term 5,5.75,5.33
2016,2016,317,Evania Kilgallon,2022-06-16,Term 6,6.5,5.92
2017,2017,255,Eugenia Manderson,2020-12-16,Term 1,4.0,3.75
2018,2018,255,Eugenia Manderson,2021-03-16,Term 2,5.25,4.0
2019,2019,255,Eugenia Manderson,2021-06-01,Term 3,6.5,5.25
2020,2020,255,Eugenia Manderson,2021-12-16,Term 4,4.75,5.5
2021,2021,255,Eugenia Manderson,2022-03-16,Term 5,4.25,5.17
2022,2022,255,Eugenia Manderson,2022-06-16,Term 6,3.5,4.17
2023,2023,226,Etty Sizzey,2020-12-16,Term 1,4.5,5.92
2024,2024,226,Etty Sizzey,2021-03-16,Term 2,4.0,5.17
2025,2025,226,Etty Sizzey,2021-06-01,Term 3,5.25,4.58
2026,2026,226,Etty Sizzey,2021-12-16,Term 4,4.75,4.67
2027,2027,226,Etty Sizzey,2022-03-16,Term 5,6.5,5.5
2028,2028,226,Etty Sizzey,2022-06-16,Term 6,3.0,4.75
2029,2029,246,Etta Ivanchenkov,2020-12-16,Term 1,6.0,4.67
2030,2030,246,Etta Ivanchenkov,2021-03-16,Term 2,3.25,4.75
2031,2031,246,Etta Ivanchenkov,2021-06-01,Term 3,6.0,5.08
2032,2032,246,Etta Ivanchenkov,2021-12-16,Term 4,5.25,4.83
2033,2033,246,Etta Ivanchenkov,2022-03-16,Term 5,3.75,5.0
2034,2034,246,Etta Ivanchenkov,2022-06-16,Term 6,4.5,4.5
2035,2035,97,Ethyl Mullis,2020-12-16,Term 1,6.25,5.25
2036,2036,97,Ethyl Mullis,2021-03-16,Term 2,5.5,5.25
2037,2037,97,Ethyl Mullis,2021-06-01,Term 3,5.0,5.58
2038,2038,97,Ethyl Mullis,2021-12-16,Term 4,4.5,5.0
2039,2039,97,Ethyl Mullis,2022-03-16,Term 5,4.75,4.75
2040,2040,97,Ethyl Mullis,2022-06-16,Term 6,3.25,4.17
2041,2041,418,Ethelda Dodshon,2020-12-16,Term 1,6.0,6.5
2042,2042,418,Ethelda Dodshon,2021-03-16,Term 2,5.75,6.0
2043,2043,418,Ethelda Dodshon,2021-06-01,Term 3,4.75,5.5
2044,2044,418,Ethelda Dodshon,2021-12-16,Term 4,7.75,6.08
2045,2045,418,Ethelda Dodshon,2022-03-16,Term 5,4.25,5.58
2046,2046,418,Ethelda Dodshon,2022-06-16,Term 6,3.75,5.25
2047,2047,267,Ethelbert Aronow,2020-12-16,Term 1,5.5,5.58
2048,2048,267,Ethelbert Aronow,2021-03-16,Term 2,7.5,5.75
2049,2049,267,Ethelbert Aronow,2021-06-01,Term 3,6.25,6.42
2050,2050,267,Ethelbert Aronow,2021-12-16,Term 4,6.0,6.58
2051,2051,267,Ethelbert Aronow,2022-03-16,Term 5,5.75,6.0
2052,2052,267,Ethelbert Aronow,2022-06-16,Term 6,4.75,5.5
2053,2053,165,Esmaria Coburn,2020-12-16,Term 1,3.75,4.92
2054,2054,165,Esmaria Coburn,2021-03-16,Term 2,6.5,5.0
2055,2055,165,Esmaria Coburn,2021-06-01,Term 3,4.25,4.83
2056,2056,165,Esmaria Coburn,2021-12-16,Term 4,6.25,5.67
2057,2057,165,Esmaria Coburn,2022-03-16,Term 5,5.0,5.17
2058,2058,165,Esmaria Coburn,2022-06-16,Term 6,5.0,5.42
2059,2059,193,Erminie Stonard,2020-12-16,Term 1,2.25,4.42
2060,2060,193,Erminie Stonard,2021-03-16,Term 2,5.5,4.75
2061,2061,193,Erminie Stonard,2021-06-01,Term 3,5.5,4.42
2062,2062,193,Erminie Stonard,2021-12-16,Term 4,4.5,5.17
2063,2063,193,Erminie Stonard,2022-03-16,Term 5,4.5,4.83
2064,2064,193,Erminie Stonard,2022-06-16,Term 6,8.5,5.83
2065,2065,233,Erma Love,2020-12-16,Term 1,7.25,6.0
2066,2066,233,Erma Love,2021-03-16,Term 2,5.0,5.17
2067,2067,233,Erma Love,2021-06-01,Term 3,6.25,6.17
2068,2068,233,Erma Love,2021-12-16,Term 4,5.5,5.58
2069,2069,233,Erma Love,2022-03-16,Term 5,4.25,5.33
2070,2070,233,Erma Love,2022-06-16,Term 6,5.0,4.92
2071,2071,101,Erik Vedenisov,2020-12-16,Term 1,4.5,5.17
2072,2072,101,Erik Vedenisov,2021-03-16,Term 2,5.25,5.08
2073,2073,101,Erik Vedenisov,2021-06-01,Term 3,6.0,5.25
2074,2074,101,Erik Vedenisov,2021-12-16,Term 4,3.0,4.75
2075,2075,101,Erik Vedenisov,2022-03-16,Term 5,4.75,4.58
2076,2076,101,Erik Vedenisov,2022-06-16,Term 6,4.25,4.0
2077,2077,350,Ephrem Ambrosio,2020-12-16,Term 1,3.5,5.25
2078,2078,350,Ephrem Ambrosio,2021-03-16,Term 2,4.0,4.17
2079,2079,350,Ephrem Ambrosio,2021-06-01,Term 3,3.0,3.5
2080,2080,350,Ephrem Ambrosio,2021-12-16,Term 4,7.0,4.67
2081,2081,350,Ephrem Ambrosio,2022-03-16,Term 5,5.5,5.17
2082,2082,350,Ephrem Ambrosio,2022-06-16,Term 6,4.25,5.58
2083,2083,306,Emilie Skinner,2020-12-16,Term 1,5.75,5.08
2084,2084,306,Emilie Skinner,2021-03-16,Term 2,5.75,5.33
2085,2085,306,Emilie Skinner,2021-06-01,Term 3,4.25,5.25
2086,2086,306,Emilie Skinner,2021-12-16,Term 4,3.0,4.33
2087,2087,306,Emilie Skinner,2022-03-16,Term 5,4.0,3.75
2088,2088,306,Emilie Skinner,2022-06-16,Term 6,5.25,4.08
2089,2089,500,Elwira Ixor,2020-12-16,Term 1,5.25,4.83
2090,2090,500,Elwira Ixor,2021-03-16,Term 2,3.5,4.08
2091,2091,500,Elwira Ixor,2021-06-01,Term 3,7.25,5.33
2092,2092,500,Elwira Ixor,2021-12-16,Term 4,5.75,5.5
2093,2093,500,Elwira Ixor,2022-03-16,Term 5,5.0,6.0
2094,2094,500,Elwira Ixor,2022-06-16,Term 6,4.25,5.0
2095,2095,16,Elset Capaldo,2020-12-16,Term 1,2.25,4.5
2096,2096,16,Elset Capaldo,2021-03-16,Term 2,2.5,3.0
2097,2097,16,Elset Capaldo,2021-06-01,Term 3,1.75,2.17
2098,2098,16,Elset Capaldo,2021-12-16,Term 4,5.0,3.08
2099,2099,16,Elset Capaldo,2022-03-16,Term 5,4.5,3.75
2100,2100,16,Elset Capaldo,2022-06-16,Term 6,3.25,4.25
2101,2101,482,Elmo Zecchii,2020-12-16,Term 1,6.5,4.92
2102,2102,482,Elmo Zecchii,2021-03-16,Term 2,7.25,6.25
2103,2103,482,Elmo Zecchii,2021-06-01,Term 3,5.75,6.5
2104,2104,482,Elmo Zecchii,2021-12-16,Term 4,4.5,5.83
2105,2105,482,Elmo Zecchii,2022-03-16,Term 5,4.25,4.83
2106,2106,482,Elmo Zecchii,2022-06-16,Term 6,4.75,4.5
2107,2107,364,Ellsworth De Matteis,2020-12-16,Term 1,2.75,4.75
2108,2108,364,Ellsworth De Matteis,2021-03-16,Term 2,3.75,4.08
2109,2109,364,Ellsworth De Matteis,2021-06-01,Term 3,5.75,4.08
2110,2110,364,Ellsworth De Matteis,2021-12-16,Term 4,5.25,4.92
2111,2111,364,Ellsworth De Matteis,2022-03-16,Term 5,5.0,5.33
2112,2112,364,Ellsworth De Matteis,2022-06-16,Term 6,5.0,5.08
2113,2113,208,Ellswerth Yushkov,2020-12-16,Term 1,6.75,5.33
2114,2114,208,Ellswerth Yushkov,2021-03-16,Term 2,4.25,4.75
2115,2115,208,Ellswerth Yushkov,2021-06-01,Term 3,3.5,4.83
2116,2116,208,Ellswerth Yushkov,2021-12-16,Term 4,2.75,3.5
2117,2117,208,Ellswerth Yushkov,2022-03-16,Term 5,7.5,4.58
2118,2118,208,Ellswerth Yushkov,2022-06-16,Term 6,5.25,5.17
2119,2119,331,Ellis Skipsey,2020-12-16,Term 1,3.0,4.17
2120,2120,331,Ellis Skipsey,2021-03-16,Term 2,4.25,4.17
2121,2121,331,Ellis Skipsey,2021-06-01,Term 3,6.0,4.42
2122,2122,331,Ellis Skipsey,2021-12-16,Term 4,4.0,4.75
2123,2123,331,Ellis Skipsey,2022-03-16,Term 5,3.25,4.42
2124,2124,331,Ellis Skipsey,2022-06-16,Term 6,7.5,4.92
2125,2125,198,Eliot Robotham,2020-12-16,Term 1,5.25,5.08
2126,2126,198,Eliot Robotham,2021-03-16,Term 2,7.0,6.42
2127,2127,198,Eliot Robotham,2021-06-01,Term 3,4.25,5.5
2128,2128,198,Eliot Robotham,2021-12-16,Term 4,5.25,5.5
2129,2129,198,Eliot Robotham,2022-03-16,Term 5,6.5,5.33
2130,2130,198,Eliot Robotham,2022-06-16,Term 6,5.5,5.75
2131,2131,373,Eleonora Bollin,2020-12-16,Term 1,5.0,4.58
2132,2132,373,Eleonora Bollin,2021-03-16,Term 2,6.0,5.0
2133,2133,373,Eleonora Bollin,2021-06-01,Term 3,4.25,5.08
2134,2134,373,Eleonora Bollin,2021-12-16,Term 4,2.75,4.33
2135,2135,373,Eleonora Bollin,2022-03-16,Term 5,5.5,4.17
2136,2136,373,Eleonora Bollin,2022-06-16,Term 6,4.5,4.25
2137,2137,410,Egbert Kitchinghan,2020-12-16,Term 1,5.25,4.42
2138,2138,410,Egbert Kitchinghan,2021-03-16,Term 2,3.75,4.58
2139,2139,410,Egbert Kitchinghan,2021-06-01,Term 3,3.5,4.17
2140,2140,410,Egbert Kitchinghan,2021-12-16,Term 4,4.75,4.0
2141,2141,410,Egbert Kitchinghan,2022-03-16,Term 5,4.75,4.33
2142,2142,410,Egbert Kitchinghan,2022-06-16,Term 6,3.75,4.42
2143,2143,237,Edythe Pendrich,2020-12-16,Term 1,4.5,4.42
2144,2144,237,Edythe Pendrich,2021-03-16,Term 2,3.75,3.92
2145,2145,237,Edythe Pendrich,2021-06-01,Term 3,6.75,5.0
2146,2146,237,Edythe Pendrich,2021-12-16,Term 4,5.75,5.42
2147,2147,237,Edythe Pendrich,2022-03-16,Term 5,6.5,6.33
2148,2148,237,Edythe Pendrich,2022-06-16,Term 6,5.5,5.92
2149,2149,189,Edward McCrie,2020-12-16,Term 1,4.25,5.0
2150,2150,189,Edward McCrie,2021-03-16,Term 2,4.75,4.5
2151,2151,189,Edward McCrie,2021-06-01,Term 3,6.25,5.08
2152,2152,189,Edward McCrie,2021-12-16,Term 4,3.75,4.92
2153,2153,189,Edward McCrie,2022-03-16,Term 5,5.0,5.0
2154,2154,189,Edward McCrie,2022-06-16,Term 6,5.75,4.83
2155,2155,162,Eddie Dobbie,2020-12-16,Term 1,3.75,4.5
2156,2156,162,Eddie Dobbie,2021-03-16,Term 2,6.0,5.42
2157,2157,162,Eddie Dobbie,2021-06-01,Term 3,6.5,5.42
2158,2158,162,Eddie Dobbie,2021-12-16,Term 4,6.75,6.42
2159,2159,162,Eddie Dobbie,2022-03-16,Term 5,6.75,6.67
2160,2160,162,Eddie Dobbie,2022-06-16,Term 6,6.25,6.58
2161,2161,196,Eb Inkpin,2020-12-16,Term 1,6.0,5.33
2162,2162,196,Eb Inkpin,2021-03-16,Term 2,2.75,4.58
2163,2163,196,Eb Inkpin,2021-06-01,Term 3,4.75,4.5
2164,2164,196,Eb Inkpin,2021-12-16,Term 4,5.75,4.42
2165,2165,196,Eb Inkpin,2022-03-16,Term 5,5.75,5.42
2166,2166,196,Eb Inkpin,2022-06-16,Term 6,5.0,5.5
2167,2167,108,Dylan Messenger,2020-12-16,Term 1,5.25,5.08
2168,2168,108,Dylan Messenger,2021-03-16,Term 2,6.75,5.58
2169,2169,108,Dylan Messenger,2021-06-01,Term 3,3.5,5.17
2170,2170,108,Dylan Messenger,2021-12-16,Term 4,3.75,4.67
2171,2171,108,Dylan Messenger,2022-03-16,Term 5,4.5,3.92
2172,2172,108,Dylan Messenger,2022-06-16,Term 6,7.5,5.25
2173,2173,86,Durante Chesher,2020-12-16,Term 1,4.0,4.58
2174,2174,86,Durante Chesher,2021-03-16,Term 2,4.5,4.08
2175,2175,86,Durante Chesher,2021-06-01,Term 3,4.5,4.33
2176,2176,86,Durante Chesher,2021-12-16,Term 4,6.0,5.0
2177,2177,86,Durante Chesher,2022-03-16,Term 5,6.75,5.75
2178,2178,86,Durante Chesher,2022-06-16,Term 6,6.0,6.25
2179,2179,436,Duncan Vallens,2020-12-16,Term 1,3.75,5.0
2180,2180,436,Duncan Vallens,2021-03-16,Term 2,3.75,4.58
2181,2181,436,Duncan Vallens,2021-06-01,Term 3,4.0,3.83
2182,2182,436,Duncan Vallens,2021-12-16,Term 4,5.0,4.25
2183,2183,436,Duncan Vallens,2022-03-16,Term 5,2.25,3.75
2184,2184,436,Duncan Vallens,2022-06-16,Term 6,4.5,3.92
2185,2185,351,Dun Damrel,2020-12-16,Term 1,4.5,4.75
2186,2186,351,Dun Damrel,2021-03-16,Term 2,5.5,4.75
2187,2187,351,Dun Damrel,2021-06-01,Term 3,3.25,4.42
2188,2188,351,Dun Damrel,2021-12-16,Term 4,5.5,4.75
2189,2189,351,Dun Damrel,2022-03-16,Term 5,6.75,5.17
2190,2190,351,Dun Damrel,2022-06-16,Term 6,4.25,5.5
2191,2191,20,Dulci Callingham,2020-12-16,Term 1,4.5,4.5
2192,2192,20,Dulci Callingham,2021-03-16,Term 2,3.75,4.33
2193,2193,20,Dulci Callingham,2021-06-01,Term 3,4.75,4.33
2194,2194,20,Dulci Callingham,2021-12-16,Term 4,7.0,5.17
2195,2195,20,Dulci Callingham,2022-03-16,Term 5,4.5,5.42
2196,2196,20,Dulci Callingham,2022-06-16,Term 6,4.0,5.17
2197,2197,175,Dru Jiles,2020-12-16,Term 1,4.0,5.58
2198,2198,175,Dru Jiles,2021-03-16,Term 2,5.0,5.33
2199,2199,175,Dru Jiles,2021-06-01,Term 3,4.0,4.33
2200,2200,175,Dru Jiles,2021-12-16,Term 4,6.5,5.17
2201,2201,175,Dru Jiles,2022-03-16,Term 5,4.75,5.08
2202,2202,175,Dru Jiles,2022-06-16,Term 6,4.0,5.08
2203,2203,79,Doy Hesbrook,2020-12-16,Term 1,8.0,5.75
2204,2204,79,Doy Hesbrook,2021-03-16,Term 2,3.75,5.25
2205,2205,79,Doy Hesbrook,2021-06-01,Term 3,5.5,5.75
2206,2206,79,Doy Hesbrook,2021-12-16,Term 4,5.75,5.0
2207,2207,79,Doy Hesbrook,2022-03-16,Term 5,4.25,5.17
2208,2208,79,Doy Hesbrook,2022-06-16,Term 6,3.25,4.42
2209,2209,357,Dotty Lown,2020-12-16,Term 1,6.25,5.83
2210,2210,357,Dotty Lown,2021-03-16,Term 2,5.25,5.67
2211,2211,357,Dotty Lown,2021-06-01,Term 3,3.75,5.08
2212,2212,357,Dotty Lown,2021-12-16,Term 4,5.75,4.92
2213,2213,357,Dotty Lown,2022-03-16,Term 5,6.5,5.33
2214,2214,357,Dotty Lown,2022-06-16,Term 6,7.5,6.58
2215,2215,249,Dorry Bollini,2020-12-16,Term 1,5.5,5.5
2216,2216,249,Dorry Bollini,2021-03-16,Term 2,3.0,5.17
2217,2217,249,Dorry Bollini,2021-06-01,Term 3,6.0,4.83
2218,2218,249,Dorry Bollini,2021-12-16,Term 4,5.25,4.75
2219,2219,249,Dorry Bollini,2022-03-16,Term 5,5.0,5.42
2220,2220,249,Dorry Bollini,2022-06-16,Term 6,3.0,4.42
2221,2221,159,Dorothea Maydway,2020-12-16,Term 1,4.5,4.83
2222,2222,159,Dorothea Maydway,2021-03-16,Term 2,5.5,4.83
2223,2223,159,Dorothea Maydway,2021-06-01,Term 3,3.25,4.42
2224,2224,159,Dorothea Maydway,2021-12-16,Term 4,3.0,3.92
2225,2225,159,Dorothea Maydway,2022-03-16,Term 5,5.0,3.75
2226,2226,159,Dorothea Maydway,2022-06-16,Term 6,6.0,4.67
2227,2227,236,Dominga Maleney,2020-12-16,Term 1,4.25,6.08
2228,2228,236,Dominga Maleney,2021-03-16,Term 2,4.0,5.17
2229,2229,236,Dominga Maleney,2021-06-01,Term 3,4.75,4.33
2230,2230,236,Dominga Maleney,2021-12-16,Term 4,5.25,4.67
2231,2231,236,Dominga Maleney,2022-03-16,Term 5,5.25,5.08
2232,2232,236,Dominga Maleney,2022-06-16,Term 6,3.5,4.67
2233,2233,304,Dolly Glyde,2020-12-16,Term 1,7.25,4.83
2234,2234,304,Dolly Glyde,2021-03-16,Term 2,5.25,5.33
2235,2235,304,Dolly Glyde,2021-06-01,Term 3,5.5,6.0
2236,2236,304,Dolly Glyde,2021-12-16,Term 4,5.75,5.5
2237,2237,304,Dolly Glyde,2022-03-16,Term 5,4.75,5.33
2238,2238,304,Dolly Glyde,2022-06-16,Term 6,3.75,4.75
2239,2239,31,Dodi Witch,2020-12-16,Term 1,6.25,6.33
2240,2240,31,Dodi Witch,2021-03-16,Term 2,2.25,5.33
2241,2241,31,Dodi Witch,2021-06-01,Term 3,5.5,4.67
2242,2242,31,Dodi Witch,2021-12-16,Term 4,6.5,4.75
2243,2243,31,Dodi Witch,2022-03-16,Term 5,4.5,5.5
2244,2244,31,Dodi Witch,2022-06-16,Term 6,6.0,5.67
2245,2245,191,Diann Vedyasov,2020-12-16,Term 1,5.5,5.17
2246,2246,191,Diann Vedyasov,2021-03-16,Term 2,6.0,5.17
2247,2247,191,Diann Vedyasov,2021-06-01,Term 3,4.5,5.33
2248,2248,191,Diann Vedyasov,2021-12-16,Term 4,8.25,6.25
2249,2249,191,Diann Vedyasov,2022-03-16,Term 5,5.0,5.92
2250,2250,191,Diann Vedyasov,2022-06-16,Term 6,3.5,5.58
2251,2251,164,Di Formie,2020-12-16,Term 1,4.5,5.5
2252,2252,164,Di Formie,2021-03-16,Term 2,3.75,4.42
2253,2253,164,Di Formie,2021-06-01,Term 3,4.75,4.33
2254,2254,164,Di Formie,2021-12-16,Term 4,6.25,4.92
2255,2255,164,Di Formie,2022-03-16,Term 5,6.25,5.75
2256,2256,164,Di Formie,2022-06-16,Term 6,4.75,5.75
2257,2257,394,Desmund Agius,2020-12-16,Term 1,5.75,5.58
2258,2258,394,Desmund Agius,2021-03-16,Term 2,4.75,5.75
2259,2259,394,Desmund Agius,2021-06-01,Term 3,4.0,4.83
2260,2260,394,Desmund Agius,2021-12-16,Term 4,4.0,4.25
2261,2261,394,Desmund Agius,2022-03-16,Term 5,3.0,3.67
2262,2262,394,Desmund Agius,2022-06-16,Term 6,3.25,3.42
2263,2263,407,Deny Coltman,2020-12-16,Term 1,6.5,4.92
2264,2264,407,Deny Coltman,2021-03-16,Term 2,6.5,5.75
2265,2265,407,Deny Coltman,2021-06-01,Term 3,5.25,6.08
2266,2266,407,Deny Coltman,2021-12-16,Term 4,5.25,5.67
2267,2267,407,Deny Coltman,2022-03-16,Term 5,7.25,5.92
2268,2268,407,Deny Coltman,2022-06-16,Term 6,3.5,5.33
2269,2269,119,Delinda Bellay,2020-12-16,Term 1,5.75,5.0
2270,2270,119,Delinda Bellay,2021-03-16,Term 2,4.25,4.33
2271,2271,119,Delinda Bellay,2021-06-01,Term 3,4.75,4.92
2272,2272,119,Delinda Bellay,2021-12-16,Term 4,6.0,5.0
2273,2273,119,Delinda Bellay,2022-03-16,Term 5,4.25,5.0
2274,2274,119,Delinda Bellay,2022-06-16,Term 6,6.25,5.5
2275,2275,375,Delano Stores,2020-12-16,Term 1,6.25,5.75
2276,2276,375,Delano Stores,2021-03-16,Term 2,4.0,6.08
2277,2277,375,Delano Stores,2021-06-01,Term 3,4.75,5.0
2278,2278,375,Delano Stores,2021-12-16,Term 4,4.25,4.33
2279,2279,375,Delano Stores,2022-03-16,Term 5,4.25,4.42
2280,2280,375,Delano Stores,2022-06-16,Term 6,6.75,5.08
2281,2281,320,Deedee Kift,2020-12-16,Term 1,3.5,3.83
2282,2282,320,Deedee Kift,2021-03-16,Term 2,7.75,4.58
2283,2283,320,Deedee Kift,2021-06-01,Term 3,4.75,5.33
2284,2284,320,Deedee Kift,2021-12-16,Term 4,3.25,5.25
2285,2285,320,Deedee Kift,2022-03-16,Term 5,5.0,4.33
2286,2286,320,Deedee Kift,2022-06-16,Term 6,4.75,4.33
2287,2287,287,Debera Loxdale,2020-12-16,Term 1,5.5,5.17
2288,2288,287,Debera Loxdale,2021-03-16,Term 2,4.75,4.92
2289,2289,287,Debera Loxdale,2021-06-01,Term 3,3.25,4.5
2290,2290,287,Debera Loxdale,2021-12-16,Term 4,4.0,4.0
2291,2291,287,Debera Loxdale,2022-03-16,Term 5,5.5,4.25
2292,2292,287,Debera Loxdale,2022-06-16,Term 6,6.5,5.33
2293,2293,490,Deanna Vine,2020-12-16,Term 1,4.25,5.5
2294,2294,490,Deanna Vine,2021-03-16,Term 2,5.5,5.25
2295,2295,490,Deanna Vine,2021-06-01,Term 3,6.0,5.25
2296,2296,490,Deanna Vine,2021-12-16,Term 4,6.5,6.0
2297,2297,490,Deanna Vine,2022-03-16,Term 5,5.0,5.83
2298,2298,490,Deanna Vine,2022-06-16,Term 6,5.0,5.5
